Column1,                                     ,date,amount,transaction_id,rate, ,product,,,,
19440,79120,23/12/2022 14:35:56,5,pos_1671806156229126005,0.01,2,pos,,,,
19441,130549,8/4/2022 10:57,1002,pp_1649415420396355002,0.025,2,pp,,,,
19442,100686,26/01/2022 06:07:37,949,pr_1643177257265673949,0.03,0,pr,,,,
19443,43228,12/10/2022 9:04,88,pos_1665565475700002088,0.01,2,pos,,,,
19444,34679,28/08/2022 21:34:30,41,pos_1661722470089221041,0.01,2,pos,,,,
19445,129924,23/03/2022 17:20:22,487,pp_1648056021813946487,0.025,2,pp,,,,
19446,23233,12/6/2022 18:49,174,pos_1655059765399819174,0.01,2,pos,,,,
19447,13413,1/3/2022 13:10,217,pos_1646140258499315217,0.01,2,pos,,,,
19448,16677,11/4/2022 9:43,144,pos_1649670207134757144,0.01,2,pos,,,,
19449,30539,3/8/2022 4:00,53,pos_1659499233049956053,0.01,2,pos,,,,
19450,107911,23/05/2022 14:24:01,902,pr_1653315840676547902,0.03,0,pr,,,,
19451,61973,18/10/2022 08:18:42,63,pos_1666081121617160063,0.01,2,pos,,,,
19452,93888,17/09/2021 18:39:20,935,pr_1631903960344336935,0.03,0,pr,,,,
19453,97548,27/11/2021 08:48:11,1799,pr_1638002891453300799,0.03,0,pr,,,,
19454,72479,30/11/2022 05:18:28,277,pos_1669785508272303277,0.01,2,pos,,,,
19455,4429,31/08/2021 16:43:55,18,pos_1630428234831805018,0.01,2,pos,,,,
19456,56626,5/12/2022 13:33,40,pos_1670247221091800040,0.01,2,pos,,,,
19457,55197,30/11/2022 11:48:44,217,pos_1669808923925722217,0.01,2,pos,,,,
19458,81514,30/12/2022 09:10:22,105,pos_1672391422399469105,0.01,2,pos,,,,
19459,9747,3/1/2022 5:02,311,pos_1641186126888957311,0.01,2,pos,,,,
19460,107857,23/05/2022 10:18:18,1274,pr_1653301098396546274,0.03,0,pr,,,,
19461,101710,13/02/2022 13:37:47,351,pr_1644759466911105351,0.03,0,pr,,,,
19462,61912,18/10/2022 19:05:02,118,pos_1666119901869066118,0.01,2,pos,,,,
19463,34739,29/08/2022 12:56:56,21,pos_1661777816292546021,0.01,2,pos,,,,
19464,113586,22/08/2022 12:48:50,2045,pr_1661172530177825045,0.03,0,pr,,,,
19465,54621,28/11/2022 00:26:21,259,pos_1669595180604397259,0.01,2,pos,,,,
19466,109739,21/06/2022 16:30:50,278,pr_1655829050230966278,0.03,0,pr,,,,
19467,65320,2/11/2022 16:35,183,pos_1667406941318156183,0.01,2,pos,,,,
19468,97323,23/11/2021 07:41:13,185,pr_1637653273308249185,0.03,0,pr,,,,
19469,123758,6/7/2021 16:36,680,pp_1625589387956555680,0.025,2,pp,,,,
19470,93581,11/9/2021 8:56,2100,pr_1631350582127497100,0.03,0,pr,,,,
19471,135648,6/8/2022 13:04,842,pp_1659791074119594842,0.025,2,pp,,,,
19472,125585,6/10/2021 14:33,857,pp_1633530822602910857,0.025,2,pp,,,,
19473,79379,23/12/2022 00:24:34,136,pos_1671755073718795136,0.01,2,pos,,,,
19474,74492,7/12/2022 11:55,187,pos_1670414122167280187,0.01,2,pos,,,,
19475,74552,7/12/2022 6:30,162,pos_1670394611565612162,0.01,2,pos,,,,
19476,107872,23/05/2022 06:22:31,86,pr_1653286950667115086,0.03,0,pr,,,,
19477,108094,26/05/2022 10:40:56,36,pr_1653561656237764036,0.03,0,pr,,,,
19478,39122,22/09/2022 13:20:54,14,pos_1663852854121968014,,,pos,,,,
19479,116824,15/10/2022 18:02:14,7123232323,pr_1665856934342114798,0.03,0,pr,,,,
19480,28006,18/07/2022 13:48:50,187,pos_1658152130294800187,0.01,2,pos,,,,
19481,65176,1/11/2022 12:38,39,pos_1667306298015921039,0.01,2,pos,,,,
19482,141148,11/12/2022 1:36,1083,pp_1670722585707978083,0.025,2,pp,,,,
19483,89281,17/06/2021 08:30:56,2238,pr_1623918655519486238,0.03,0,pr,,,,
19484,131407,29/04/2022 11:52:48,390,pp_1651233167965435390,0.025,2,pp,,,,
19485,73600,4/12/2022 13:03,119,pos_1670159021198169119,0.01,2,pos,,,,
19486,3916,14/08/2021 16:03:35,87,pos_1628957014858951087,0.01,2,pos,,,,
19487,4279,26/08/2021 09:47:48,389,pos_1629971267904580389,0.01,2,pos,,,,
19488,130877,16/04/2022 21:20:29,961,pp_1650144028779605961,0.025,2,pp,,,,
19489,55976,3/12/2022 11:00,152,pos_1670065202366171152,0.01,2,pos,,,,
19490,46976,29/10/2022 10:22:39,314,pos_1667038959393102314,0.01,2,pos,,,,
19491,34153,25/08/2022 02:34:03,200,pos_1661394843076414200,0.01,2,pos,,,,
19492,89416,19/06/2021 09:41:28,1091,pr_1624095687588375091,0.03,0,pr,,,,
19493,26061,4/7/2022 7:25,65,pos_1656919531358634065,0.01,2,pos,,,,
19494,59426,6/10/2022 1:33,242,pos_1665019990441628242,0.01,2,pos,,,,
19495,34545,28/08/2022 11:16:25,183,pos_1661685385485307183,0.01,2,pos,,,,
19496,13800,7/3/2022 12:33,203,pos_1646656416819993203,0.01,2,pos,,,,
19497,124381,7/8/2021 16:26,11232323236,pp_1628353567126844986,0.025,2,pp,,,,
19498,88553,1/6/2021 14:02,1183,pr_1622556144373691183,0.03,0,pr,,,,
19499,21808,31/05/2022 17:43:21,228,pos_1654019000769259228,0.01,2,pos,,,,
19500,113755,24/08/2022 10:24:49,1024,pr_1661336688901960024,0.03,0,pr,,,,
19501,115871,29/09/2022 11:11:04,1404,pr_1664449864421499404,0.03,0,pr,,,,
19502,3090,14/07/2021 20:56:07,220,pos_1626296167034408220,0.01,2,pos,,,,
19503,138812,15/10/2022 09:59:41,1494,pp_1665827981390368494,0.025,2,pp,,,,
19504,2778,30/06/2021 09:03:27,76,pos_1625043807029033076,0.01,2,pos,,,,
19505,110276,30/06/2022 12:02:57,1547,pr_1656590576636466547,0.03,0,pr,,,,
19506,8115,3/12/2021 2:49,107,pos_1638499770350507107,0.01,2,pos,,,,
19507,9776,3/1/2022 9:58,89,pos_1641203892271040089,0.01,2,pos,,,,
19508,108457,1/6/2022 4:59,2253,pr_1654059547583510253,0.03,0,pr,,,,
19509,59011,4/10/2022 19:22,172,pos_1664911339570476172,0.01,2,pos,,,,
19510,51518,17/11/2022 11:50:18,51,pos_1668685818036221051,0.01,2,pos,,,,
19511,120019,11/12/2022 4:36,1232323239,pr_1670733379057430989,0.03,0,pr,,,,
19512,126782,2/12/2021 8:31,450,pp_1638433871131824450,0.025,2,pp,,,,
19513,47100,29/10/2022 10:28:14,150,pos_1667039294481222150,0.01,2,pos,,,,
19514,27504,14/07/2022 08:56:13,237,pos_1657788972875654237,0.01,2,pos,,,,
19515,122315,4/4/2021 14:35,1720,pp_1617546958337575720,0.025,2,pp,,,,
19516,32388,15/08/2022 10:01:47,292,pos_1660557707125864292,0.01,2,pos,,,,
19517,110577,5/7/2022 7:18,1110,pr_1657005529678613110,0.03,0,pr,,,,
19518,116539,11/10/2022 13:04,3488,pr_1665493467021504488,0.03,0,pr,,,,
19519,33503,22/08/2022 08:37:41,191,pos_1661157460580158191,0.01,2,pos,,,,
19520,21052,24/05/2022 02:43:46,85,pos_1653360226168401085,0.01,2,pos,,,,
19521,119530,2/12/2022 12:47,996,pr_1669985242171389996,0.03,0,pr,,,,
19522,77594,18/12/2022 10:48:56,28,pos_1671360535688570028,0.01,2,pos,,,,
19523,121208,30/12/2022 10:39:36,1778,pr_1672396775901016778,0.03,0,pr,,,,
19524,17949,25/04/2022 12:06:24,84,pos_1650888383631591084,0.01,2,pos,,,,
19525,117520,27/10/2022 11:46:57,1412,pr_1666871216540588412,0.03,0,pr,,,,
19526,138058,26/09/2022 17:54:55,2068,pp_1664214895163178068,0.025,2,pp,,,,
19527,128003,23/01/2022 11:50:40,638,pp_1642938640033305638,0.025,2,pp,,,,
19528,46412,26/10/2022 17:55:21,28,pos_1666806920605165028,0.01,2,pos,,,,
19529,96363,5/11/2021 22:28,348,pr_1636151296528845348,0.03,0,pr,,,,
19530,62501,20/10/2022 10:11:02,239,pos_1666260661742358239,0.01,2,pos,,,,
19531,38464,18/09/2022 15:48:49,203,pos_1663516128766759203,0.01,2,pos,,,,
19532,63321,24/10/2022 06:48:34,116,pos_1666594114226341116,0.01,2,pos,,,,
19533,26398,6/7/2022 3:45,17,pos_1657079136355299017,0.01,2,pos,,,,
19534,14897,21/03/2022 13:21:07,264,pos_1647868866892538264,0.01,2,pos,,,,
19535,125589,6/10/2021 13:45,1877,pp_1633527950859516877,0.025,2,pp,,,,
19536,97476,26/11/2021 10:10:19,2448,pr_1637921418893742448,0.03,0,pr,,,,
19537,104894,7/4/2022 5:13,59,pr_1649308427581283059,0.03,0,pr,,,,
19538,108605,3/6/2022 20:49,2447,pr_1654289388873526447,0.03,0,pr,,,,
19539,94954,9/10/2021 20:23,480,pr_1633811019875788480,0.03,0,pr,,,,
19540,42839,10/10/2022 8:12,190,pos_1665389529993119190,0.01,2,pos,,,,
19541,53147,23/11/2022 17:30:28,135,pos_1669224628346705135,0.01,2,pos,,,,
19542,60284,10/10/2022 8:04,185,pos_1665389061750198185,0.01,2,pos,,,,
19543,15626,30/03/2022 20:40:32,154,pos_1648672832474796154,0.01,2,pos,,,,
19544,34484,27/08/2022 08:14:46,234,pos_1661588085577489234,0.01,2,pos,,,,
19545,84177,22/02/2021 12:41:44,332,pr_1613997704150244332,0.03,0,pr,,,,
19546,112280,31/07/2022 14:37:27,1010,pr_1659278247030682010,0.03,0,pr,,,,
19547,51011,15/11/2022 07:38:09,109,pos_1668497888784642109,0.01,2,pos,,,,
19548,83764,13/02/2021 07:49:09,267,pr_1613202549378735267,0.03,0,pr,,,,
19549,61386,16/10/2022 08:34:55,132,pos_1665909294632012132,0.01,2,pos,,,,
19550,51232,16/11/2022 08:49:46,106,pos_1668588586265962106,0.01,2,pos,,,,
19551,108366,30/05/2022 14:32:01,1232323230,pr_1653921120932361980,0.03,0,pr,,,,
19552,28427,21/07/2022 13:13:55,196,pos_1658409234637083196,0.01,2,pos,,,,
19553,122522,18/04/2021 09:36:42,5,pp_1618738601605388005,0.025,2,pp,,,,
19554,118098,7/11/2022 14:57,192,pr_1667833046120943192,0.03,0,pr,,,,
19555,136046,16/08/2022 13:07:54,1550,pp_1660655273765411550,0.025,2,pp,,,,
19556,121731,15/02/2021 09:23:22,2588,pp_1613381002157452588,0.025,2,pp,,,,
19557,75262,10/12/2022 10:12,51,pos_1670667175418865051,0.01,2,pos,,,,
19558,49393,8/11/2022 9:51,185,pos_1667901069293131185,0.01,2,pos,,,,
19559,56658,6/12/2022 9:56,236,pos_1670320573680519236,0.01,2,pos,,,,
19560,100731,27/01/2022 16:20:51,1062,pr_1643300450807223062,0.03,0,pr,,,,
19561,13019,23/02/2022 14:53:45,153,pos_1645628024614359153,0.01,2,pos,,,,
19562,33216,20/08/2022 04:26:49,144,pos_1660969609372395144,0.01,2,pos,,,,
19563,60704,12/10/2022 1:18,124,pos_1665537499887301124,0.01,2,pos,,,,
19564,67496,11/11/2022 4:09,106,pos_1668139794194084106,0.01,2,pos,,,,
19565,44965,20/10/2022 12:14:26,207,pos_1666268066216822207,0.01,2,pos,,,,
19566,63527,25/10/2022 11:17:04,206,pos_1666696623717612206,0.01,2,pos,,,,
19567,5596,5/10/2021 2:31,82,pos_1633401102216099082,0.01,2,pos,,,,
19568,93933,18/09/2021 13:04:43,552,pr_1631970282665718552,0.03,0,pr,,,,
19569,56465,5/12/2022 17:41,86,pos_1670262093062876086,0.01,2,pos,,,,
19570,67593,12/11/2022 3:32,213,pos_1668223968140454213,0.01,2,pos,,,,
19571,19110,6/5/2022 18:12,110,pos_1651860735238070110,0.01,2,pos,,,,
19572,115719,26/09/2022 15:36:38,2050,pr_1664206598342227050,0.03,0,pr,,,,
19573,1650,4/5/2021 5:20,40,pos_1620105649751531040,0.01,2,pos,,,,
19574,129987,25/03/2022 15:53:41,1294,pp_1648223620936564294,0.025,2,pp,,,,
19575,138909,16/10/2022 05:22:50,1291,pp_1665897769633054291,0.025,2,pp,,,,
19576,106863,7/5/2022 16:31,1540,pr_1651941105217458540,0.03,0,pr,,,,
19577,55785,3/12/2022 12:43,250,pos_1670071435192039250,0.01,2,pos,,,,
19578,111716,23/07/2022 17:14:32,18,pr_1658596471857602018,0.03,0,pr,,,,
19579,44043,16/10/2022 09:07:18,86,pos_1665911238475008086,0.01,2,pos,,,,
19580,112361,1/8/2022 11:10,519,pr_1659352213212167519,0.03,0,pr,,,,
19581,3535,31/07/2021 12:33:40,81,pos_1627734820483693081,0.01,2,pos,,,,
19582,16364,7/4/2022 5:51,27,pos_1649310673088255027,0.01,2,pos,,,,
19583,11836,6/2/2022 12:29,231,pos_1644150574163003231,0.01,2,pos,,,,
19584,30018,31/07/2022 09:56:04,80,pos_1659261363913984080,0.01,2,pos,,,,
19585,10215,10/1/2022 17:31,189,pos_1641835907306903189,0.01,2,pos,,,,
19586,138439,4/10/2022 0:31,1446,pp_1664843461156560446,0.025,2,pp,,,,
19587,15285,26/03/2022 16:36:38,40,pos_1648312597861876040,0.01,2,pos,,,,
19588,16359,7/4/2022 7:46,303,pos_1649317568732976303,0.01,2,pos,,,,
19589,14233,13/03/2022 15:36:21,25,pos_1647185781306245025,0.01,2,pos,,,,
19590,128520,11/2/2022 20:11,1194,pp_1644610312425178194,0.025,2,pp,,,,
19591,63249,24/10/2022 05:46:04,155,pos_1666590364083864155,0.01,2,pos,,,,
19592,41236,2/10/2022 14:21,31,pos_1664720511040721031,0.01,2,pos,,,,
19593,55509,2/12/2022 1:31,50,pos_1669944682502343050,0.01,2,pos,,,,
19594,67478,11/11/2022 9:10,190,pos_1668157815105108190,0.01,2,pos,,,,
19595,99281,30/12/2021 06:25:31,2143,pr_1640845530623079143,0.03,0,pr,,,,
19596,55616,2/12/2022 18:37,36,pos_1670006236219428036,0.01,2,pos,,,,
19597,17546,20/04/2022 10:13:48,132,pos_1650449628127531132,0.01,2,pos,,,,
19598,109800,22/06/2022 09:22:44,382,pr_1655889764237594382,0.03,0,pr,,,,
19599,108145,27/05/2022 12:40:26,683,pr_1653655226139218683,0.03,0,pr,,,,
19600,9456,29/12/2021 04:54:31,49,pos_1640753671302163049,0.01,2,pos,,,,
19601,17895,24/04/2022 07:52:48,419,pos_1650786767573245419,0.01,2,pos,,,,
19602,4390,30/08/2021 02:51:44,29,pos_1630291903702834029,0.01,2,pos,,,,
19603,99351,31/12/2021 13:30:41,504,pr_1640957441128831504,0.03,0,pr,,,,
19604,141737,24/12/2022 09:57:15,889,pp_1671875834514771889,0.025,2,pp,,,,
19605,20601,20/05/2022 14:09:31,168,pos_1653055770650080168,0.01,2,pos,,,,
19606,6728,3/11/2021 9:20,105,pos_1635931242894262105,0.01,2,pos,,,,
19607,115568,24/09/2022 05:30:50,414,pr_1663997450305630414,0.03,0,pr,,,,
19608,139294,25/10/2022 10:32:54,56,pp_1666693974438495056,0.025,2,pp,,,,
19609,132398,19/05/2022 19:24:34,246,pp_1652988274451732246,0.025,2,pp,,,,
19610,107561,18/05/2022 17:17:48,383,pr_1652894267525844383,0.03,0,pr,,,,
19611,42913,10/10/2022 13:13,27,pos_1665407589956057027,0.01,2,pos,,,,
19612,119952,9/12/2022 15:39,1753,pr_1670600369087857753,0.03,0,pr,,,,
19613,11808,6/2/2022 0:34,85,pos_1644107673327666085,0.01,2,pos,,,,
19614,29034,25/07/2022 15:05:07,102,pos_1658761506610424102,0.01,2,pos,,,,
19615,38741,20/09/2022 06:26:01,354,pos_1663655160781422354,0.01,2,pos,,,,
19616,44510,18/10/2022 10:35:01,237,pos_1666089301177386237,0.01,2,pos,,,,
19617,54241,27/11/2022 12:39:09,192,pos_1669552748898325192,0.01,2,pos,,,,
19618,44766,19/10/2022 16:13:01,150,pos_1666195980841446150,0.01,2,pos,,,,
19619,49988,11/11/2022 9:23,5,pos_1668158629578030005,0.01,2,pos,,,,
19620,103744,19/03/2022 05:34:40,1385,pr_1647668080281883385,0.03,0,pr,,,,
19621,2784,30/06/2021 02:15:11,181,pos_1625019310823090181,0.01,2,pos,,,,
19622,38703,20/09/2022 12:04:29,138,pos_1663675468924078138,0.01,2,pos,,,,
19623,59137,5/10/2022 7:11,89,pos_1664953864815362089,0.01,2,pos,,,,
19624,80435,27/12/2022 16:32:35,23,pos_1672158754770918023,0.01,2,pos,,,,
19625,11766,5/2/2022 12:10,268,pos_1644063037451876268,0.01,2,pos,,,,
19626,133237,7/6/2022 17:16,1636,pp_1654622188666950636,0.025,2,pp,,,,
19627,120602,20/12/2022 10:13:08,1015,pr_1671531187707052015,0.03,0,pr,,,,
19628,116281,7/10/2022 11:29,1113,pr_1665142183740731113,0.03,0,pr,,,,
19629,90304,8/7/2021 14:53,57,pr_1625755991552223057,0.03,0,pr,,,,
19630,29722,29/07/2022 13:49:38,350,pos_1659102578141531350,0.01,2,pos,,,,
19631,13406,1/3/2022 15:44,136,pos_1646149457309062136,0.01,2,pos,,,,
19632,125198,18/09/2021 17:02:44,472,pp_1631984563712828472,0.025,2,pp,,,,
19633,43771,14/10/2022 14:28:38,23,pos_1665757717809249023,0.01,2,pos,,,,
19634,23887,17/06/2022 12:52:19,52,pos_1655470338993461052,0.01,2,pos,,,,
19635,5747,9/10/2021 19:51,248,pos_1633809081228326248,0.01,2,pos,,,,
19636,139700,5/11/2022 6:01,2526,pp_1667628103224777526,0.025,2,pp,,,,
19637,2507,17/06/2021 17:55:23,7,pos_1623952522886097007,0.01,2,pos,,,,
19638,129400,9/3/2022 1:40,1393,pp_1646790032274403393,0.025,2,pp,,,,
19639,20509,19/05/2022 13:54:35,183,pos_1652968474520317183,0.01,2,pos,,,,
19640,72682,1/12/2022 11:40,70,pos_1669894831424300070,0.01,2,pos,,,,
19641,48368,4/11/2022 14:17,205,pos_1667571436691716205,0.01,2,pos,,,,
19642,44662,18/10/2022 19:53:39,328,pos_1666122819144720328,0.01,2,pos,,,,
19643,126258,7/11/2021 16:24,84,pp_1636302272886518084,0.025,2,pp,,,,
19644,74240,6/12/2022 14:09,50,pos_1670335746369951050,0.01,2,pos,,,,
19645,59719,8/10/2022 7:05,131,pos_1665212700053137131,0.01,2,pos,,,,
19646,22274,4/6/2022 15:46,265,pos_1654357579252089265,0.01,2,pos,,,,
19647,103028,8/3/2022 1:40,1871,pr_1646703651918015871,0.03,0,pr,,,,
19648,129399,9/3/2022 10:35,1445,pp_1646822111913134445,0.025,2,pp,,,,
19649,30564,3/8/2022 17:13,5,pos_1659546804412682005,0.01,2,pos,,,,
19650,29865,30/07/2022 11:22:38,150,pos_1659180158286436150,0.01,2,pos,,,,
19651,41905,6/10/2022 10:29,62,pos_1665052179293832062,0.01,2,pos,,,,
19652,134432,6/7/2022 12:46,1041,pp_1657111582359496041,0.025,2,pp,,,,
19653,97843,3/12/2021 15:34,725,pr_1638545669821613725,0.03,0,pr,,,,
19654,91170,25/07/2021 10:57:13,239,pr_1627210632550673239,0.03,0,pr,,,,
19655,64536,30/10/2022 14:36:55,47,pos_1667140615105963047,0.01,2,pos,,,,
19656,124232,30/07/2021 15:10:00,1006,pp_1627657800235049006,0.025,2,pp,,,,
19657,122274,31/03/2021 09:49:16,458,pp_1617184155605578458,0.025,2,pp,,,,
19658,12686,19/02/2022 10:22:14,133,pos_1645266133663037133,0.01,2,pos,,,,
19659,138188,28/09/2022 15:05:17,96,pp_1664377516771299096,0.025,2,pp,,,,
19660,86061,7/4/2021 11:43,327,pr_1617795791827263327,0.03,0,pr,,,,
19661,83293,1/2/2021 2:52,587,pr_1612147921523041587,0.03,0,pr,,,,
19662,111682,22/07/2022 05:19:02,1461,pr_1658467141573566461,0.03,0,pr,,,,
19663,128252,1/2/2022 19:38,336,pp_1643744311606628336,0.025,2,pp,,,,
19664,104459,31/03/2022 12:11:52,503,pr_1648728712347223503,0.03,0,pr,,,,
19665,53002,23/11/2022 16:58:23,161,pos_1669222702943206161,0.01,2,pos,,,,
19666,62064,19/10/2022 16:46:27,157,pos_1666197987413694157,0.01,2,pos,,,,
19667,72194,29/11/2022 07:28:50,225,pos_1669706930401429225,0.01,2,pos,,,,
19668,106862,7/5/2022 20:16,399,pr_1651954605523407399,0.03,0,pr,,,,
19669,110842,10/7/2022 7:49,1639,pr_1657439357657550639,0.03,0,pr,,,,
19670,130004,25/03/2022 12:34:56,20,pp_1648211695673645020,0.025,2,pp,,,,
19671,25150,27/06/2022 07:09:08,139,pos_1656313747851768139,0.01,2,pos,,,,
19672,123564,24/06/2021 04:41:32,641,pp_1624509691749697641,0.025,2,pp,,,,
19673,129516,12/3/2022 7:33,417,pp_1647070400574381417,0.025,2,pp,,,,
19674,110915,11/7/2022 16:06,1826,pr_1657555560967810826,0.03,0,pr,,,,
19675,85109,16/03/2021 09:00:54,756,pr_1615885253844233756,0.03,0,pr,,,,
19676,59210,6/10/2022 16:36,111,pos_1665074210329848111,0.01,2,pos,,,,
19677,141092,10/12/2022 12:36,2218,pp_1670675806821318218,,,pp,,,,
19678,6899,7/11/2021 20:52,44,pos_1636318373755929044,0.01,2,pos,,,,
19679,29032,25/07/2022 03:37:21,99,pos_1658720240680867099,0.01,2,pos,,,,
19680,11626,3/2/2022 6:44,110,pos_1643870646689228110,0.01,2,pos,,,,
19681,23459,14/06/2022 16:48:02,199,pos_1655225282278953199,0.01,2,pos,,,,
19682,135006,20/07/2022 12:51:18,1436,pp_1658321477746329436,0.025,2,pp,,,,
19683,71390,26/11/2022 16:36:57,466,pos_1669480617454147466,0.01,2,pos,,,,
19684,14143,12/3/2022 10:59,235,pos_1647082743963505235,0.01,2,pos,,,,
19685,99003,25/12/2021 07:13:13,1566,pr_1640416393497393566,0.03,0,pr,,,,
19686,104996,9/4/2022 14:30,908,pr_1649514603268700908,0.03,0,pr,,,,
19687,14388,15/03/2022 18:24:48,208,pos_1647368688131559208,0.01,2,pos,,,,
19688,140797,2/12/2022 7:29,2706,pp_1669966151838850706,0.025,2,pp,,,,
19689,83747,12/2/2021 6:22,1689,pr_1613110939764903689,0.03,0,pr,,,,
19690,109084,11/6/2022 5:15,790,pr_1654924547835258790,0.03,0,pr,,,,
19691,82953,25/01/2021 08:47:21,1050,pr_1611564441363834050,0.03,0,pr,,,,
19692,74663,8/12/2022 13:47,223,pos_1670507252588633223,0.01,2,pos,,,,
19693,73903,5/12/2022 6:35,145,pos_1670222122112873145,0.01,2,pos,,,,
19694,60205,10/10/2022 14:50,91,pos_1665413403919109091,0.01,2,pos,,,,
19695,16030,3/4/2022 12:16,40,pos_1648988168416811040,0.01,2,pos,,,,
19696,34921,30/08/2022 05:03:09,165,pos_1661835788749924165,0.01,2,pos,,,,
19697,33068,19/08/2022 14:45:39,38,pos_1660920338533688038,0.01,2,pos,,,,
19698,27308,13/07/2022 09:48:15,19,pos_1657705694577361019,0.01,2,pos,,,,
19699,78536,21/12/2022 12:07:39,189,pos_1671624459391319189,0.01,2,pos,,,,
19700,40742,30/09/2022 10:10:42,162,pos_1664532641564304162,0.01,2,pos,,,,
19701,63265,24/10/2022 15:22:34,87,pos_1666624954411039087,0.01,2,pos,,,,
19702,105569,18/04/2022 11:03:39,572,pr_1650279818725720572,0.03,0,pr,,,,
19703,125490,2/10/2021 7:39,1564,pp_1633160341340128564,0.025,2,pp,,,,
19704,53683,25/11/2022 06:49:34,179,pos_1669358973829146179,0.01,2,pos,,,,
19705,19877,14/05/2022 10:13:26,16,pos_1652523205644107016,0.01,2,pos,,,,
19706,115680,26/09/2022 03:34:40,1082,pr_1664163279922217082,0.03,0,pr,,,,
19707,83198,31/01/2021 10:37:59,2039,pr_1612089479155345039,0.03,0,pr,,,,
19708,117311,23/10/2022 16:50:21,1292,pr_1666543820799048292,0.03,0,pr,,,,
19709,125244,20/09/2021 09:52:08,1864,pp_1632131527715147864,0.025,2,pp,,,,
19710,10024,7/1/2022 21:32,139,pos_1641591124831668139,0.01,2,pos,,,,
19711,31810,11/8/2022 10:16,100,pos_1660212983966120100,0.01,2,pos,,,,
19712,53622,25/11/2022 11:19:02,86,pos_1669375141838372086,0.01,2,pos,,,,
19713,80401,27/12/2022 12:57:34,32,pos_1672145853958201032,0.01,2,pos,,,,
19714,81204,29/12/2022 16:13:00,21,pos_1672330380134257021,0.01,2,pos,,,,
19715,80208,26/12/2022 09:11:18,231,pos_1672045877563860231,0.01,2,pos,,,,
19716,98832,22/12/2021 00:02:16,438,pr_1640131336011822438,0.03,0,pr,,,,
19717,15715,31/03/2022 15:20:25,66,pos_1648740024871647066,0.01,2,pos,,,,
19718,116017,1/10/2022 14:06,2199,pr_1664633172884961199,0.03,0,pr,,,,
19719,10688,19/01/2022 06:24:49,137,pos_1642573489240166137,0.01,2,pos,,,,
19720,59963,9/10/2022 17:34,43,pos_1665336875211146043,0.01,2,pos,,,,
19721,16193,5/4/2022 10:45,93,pos_1649155555055649093,0.01,2,pos,,,,
19722,128308,3/2/2022 7:04,372,pp_1643871855105927372,0.025,2,pp,,,,
19723,125521,3/10/2021 13:18,914,pp_1633267085018870914,0.025,2,pp,,,,
19724,116413,9/10/2022 16:25,136,pr_1665332708405283136,0.03,0,pr,,,,
19725,57843,29/09/2022 16:03:46,220,pos_1664467425941021220,0.01,2,pos,,,,
19726,128271,2/2/2022 10:19,119,pp_1643797167173404119,0.025,2,pp,,,,
19727,35026,31/08/2022 19:23:41,150,pos_1661973821229844150,0.01,2,pos,,,,
19728,114793,11/9/2022 9:45,2488,pr_1662889519138728488,0.03,0,pr,,,,
19729,94331,26/09/2021 08:22:10,1330,pr_1632644529926194330,0.03,0,pr,,,,
19730,78724,21/12/2022 18:11:59,185,pos_1671646319251579185,0.01,2,pos,,,,
19731,9897,5/1/2022 13:58,97,pos_1641391130807788097,0.01,2,pos,,,,
19732,94463,29/09/2021 10:12:06,2260,pr_1632910325756237260,0.03,0,pr,,,,
19733,47184,30/10/2022 16:05:03,83,pos_1667145902668335083,0.01,2,pos,,,,
19734,79011,22/12/2022 00:47:44,215,pos_1671670064221042215,0.01,2,pos,,,,
19735,61412,16/10/2022 08:12:43,109,pos_1665907963302352109,0.01,2,pos,,,,
19736,84521,3/3/2021 10:25,1595,pr_1614767141389088595,0.03,0,pr,,,,
19737,74606,8/12/2022 1:09,243,pos_1670461741642201243,0.01,2,pos,,,,
19738,125794,15/10/2021 00:58:17,252,pp_1634259496927261252,0.025,2,pp,,,,
19739,17512,20/04/2022 10:44:45,84,pos_1650451485426503084,0.01,2,pos,,,,
19740,83030,27/01/2021 12:53:31,182,pr_1611752010694758182,0.03,0,pr,,,,
19741,102112,21/02/2022 05:50:01,1087,pr_1645422600781427087,0.03,0,pr,,,,
19742,71299,26/11/2022 15:37:49,110,pos_1669477068824032110,0.01,2,pos,,,,
19743,119172,27/11/2022 19:32:16,1180,pr_1669577536136030180,0.03,0,pr,,,,
19744,39505,24/09/2022 05:40:18,237,pos_1663998018114209237,0.01,2,pos,,,,
19745,63376,24/10/2022 07:00:11,227,pos_1666594810898953227,0.01,2,pos,,,,
19746,130113,28/03/2022 09:40:36,2282,pp_1648460436458200282,0.025,2,pp,,,,
19747,130878,16/04/2022 11:31:21,411,pp_1650108681063107411,0.025,2,pp,,,,
19748,100577,24/01/2022 22:26:22,611,pr_1643063182202747611,0.03,0,pr,,,,
19749,132328,17/05/2022 05:49:01,688,pp_1652766540898223688,0.025,2,pp,,,,
19750,135670,7/8/2022 12:56,1829,pp_1659877010169479829,0.025,2,pp,,,,
19751,52354,21/11/2022 08:44:52,197,pos_1669020291674183197,0.01,2,pos,,,,
19752,26756,9/7/2022 13:18,201,pos_1657372728759609201,0.01,2,pos,,,,
19753,82273,9/1/2021 16:10,1379,pr_1610208656189295379,0.03,0,pr,,,,
